1.0004201,13.940938,9.264994,1.0377982,1.0000005,21.252365,10.093891,20.165644,1.006655,19.955467,1.0756123,1.0000031,11.044735,1.0000993,21.22114,16.331932,13.483815,1.009599,1.0007327,1.0011299,13.919217,9.034224,4.605984,20.954449,1.0000508,1.0001339,1.0002477,18.282667,17.4921,1.0002211,11.572532,10.735255
1.0004834,14.203986,8.848864,1.0277761,1.0000005,20.688757,10.307681,20.611734,1.0061467,19.816236,1.075123,1.0000033,10.799828,1.0001018,21.505947,16.454117,13.31668,1.0101707,1.0008388,1.0011098,13.994098,9.260265,4.827116,20.503716,1.0000482,1.0001394,1.0002693,18.468159,17.249458,1.0002114,11.691279,10.346001
1.0002604,12.6569,10.853282,1.1641533,1.0000004,23.226704,9.065834,18.351585,1.0112102,20.11682,1.0807317,1.0000024,11.988248,1.000092,20.932598,15.590797,14.023529,1.0088433,1.000468,1.0014802,13.604105,7.918374,3.6770887,22.51169,1.0000715,1.0001168,1.000195,17.211653,18.480495,1.0003003,10.925438,12.3555975
1.0004201,13.941167,9.264656,1.0377861,1.0000005,21.251844,10.093975,20.165909,1.006654,19.955435,1.0756121,1.0000031,11.044556,1.0000993,21.220478,16.331997,13.483612,1.0095987,1.0007329,1.0011299,13.919172,9.034392,4.6060624,20.953978,1.0000508,1.0001339,1.0002477,18.282877,17.491714,1.0002211,11.572568,10.734898
1.0004834,14.203984,8.849995,1.0277755,1.0000005,20.69056,10.307287,20.60939,1.0061436,19.817932,1.0751237,1.0000033,10.799753,1.0001018,21.498495,16.454342,13.31685,1.0101678,1.0008385,1.0011091,13.992783,9.260416,4.8271294,20.504547,1.0000482,1.0001395,1.0002693,18.468576,17.248363,1.0002114,11.691092,10.3457775
1.0002604,12.656771,10.855267,1.164392,1.0000004,23.230282,9.066074,18.348616,1.0112225,20.117855,1.0807076,1.0000024,11.989485,1.000092,20.929697,15.591404,14.024286,1.0088394,1.0004679,1.001481,13.603877,7.919002,3.6764073,22.514404,1.0000715,1.0001168,1.0001949,17.211514,18.481615,1.0003002,10.926078,12.35727
1.00042,13.940619,9.264335,1.0377916,1.0000005,21.2513,10.093659,20.166533,1.0066566,19.95457,1.075629,1.0000031,11.044992,1.0000993,21.22414,16.331318,13.483605,1.0095985,1.0007328,1.0011302,13.919805,9.033867,4.605462,20.954016,1.0000508,1.0001339,1.0002477,18.282234,17.492718,1.0002211,11.572175,10.73552
1.0004833,14.203349,8.8520565,1.0277975,1.0000005,20.693651,10.306472,20.605572,1.0061445,19.820099,1.0751276,1.0000033,10.800425,1.0001019,21.489258,16.454514,13.317481,1.0101626,1.0008383,1.0011088,13.991248,9.26016,4.8266892,20.506355,1.0000482,1.0001395,1.0002692,18.468622,17.247826,1.0002114,11.690658,10.3465
1.0002639,12.694386,10.799879,1.1574892,1.0000004,23.146055,9.098471,18.456469,1.0110433,20.084406,1.0805511,1.0000023,11.962372,1.0000916,21.091812,15.607734,14.00855,1.0089602,1.0004739,1.0014744,13.633587,7.941979,3.7096293,22.451508,1.0000707,1.0001159,1.0001963,17.241816,18.471018,1.0002983,10.946696,12.317977
1.0004201,13.941179,9.264193,1.0377766,1.0000005,21.251091,10.094323,20.167128,1.0066543,19.954603,1.0756192,1.0000031,11.044591,1.0000992,21.225597,16.331852,13.483881,1.0096028,1.0007328,1.0011299,13.919973,9.034312,4.606265,20.953886,1.0000508,1.0001338,1.0002477,18.282812,17.492666,1.0002211,11.572632,10.735083
1.0004839,14.205512,8.857303,1.0277083,1.0000005,20.703142,10.305337,20.589296,1.0061123,19.832697,1.0751299,1.0000035,10.797777,1.0001024,21.432404,16.457268,13.317593,1.010143,1.0008373,1.0011029,13.98168,9.263049,4.8275347,20.509392,1.0000482,1.00014,1.0002692,18.473473,17.237263,1.0002115,11.69058,10.34167
1.0002669,12.732595,10.755404,1.1505198,1.0000004,23.084955,9.124985,18.521708,1.0108654,20.079515,1.0802932,1.0000024,11.939186,1.0000916,21.112413,15.627078,13.992655,1.0089711,1.0004797,1.0014625,13.646075,7.9686193,3.7326207,22.403885,1.00007,1.0001161,1.000197,17.276085,18.44384,1.0002954,10.9642315,12.276692
1.000422,13.950786,9.256886,1.0372831,1.0000005,21.238647,10.101815,20.17971,1.0065751,19.955381,1.0755279,1.0000031,11.034021,1.0000994,21.225843,16.338284,13.481066,1.0096387,1.0007334,1.0011213,13.918227,9.041851,4.6172466,20.942568,1.0000507,1.0001339,1.0002482,18.291431,17.48257,1.000221,11.578246,10.720869
1.000495,14.217168,8.923979,1.0281065,1.0000005,20.784924,10.30607,20.565592,1.005811,19.87367,1.0748267,1.0000033,10.760819,1.000103,21.453495,16.482906,13.341728,1.0107324,1.0008185,1.001049,13.938064,9.266958,4.8925467,20.535793,1.0000484,1.0001378,1.0002707,18.497791,17.218136,1.000215,11.702213,10.325408
1.0002666,12.733153,10.764202,1.1506144,1.0000004,23.100252,9.125058,18.499544,1.0108588,20.093527,1.0800592,1.0000024,11.943902,1.0000916,21.044634,15.63281,13.995976,1.0089021,1.0004795,1.0014588,13.639138,7.9720764,3.72962,22.416477,1.0000699,1.0001166,1.0001963,17.276901,18.439487,1.0002944,10.966609,12.278436
1.0004196,13.941261,9.260204,1.037796,1.0000005,21.244162,10.09564,20.17845,1.0066696,19.948261,1.0756063,1.0000031,11.046213,1.000099,21.25448,16.331526,13.483606,1.0096011,1.0007334,1.0011331,13.925674,9.033905,4.6062093,20.951319,1.0000507,1.0001335,1.0002477,18.28133,17.497623,1.000221,11.573207,10.736857
1.0004864,14.210792,8.836094,1.0276574,1.0000005,20.662888,10.317699,20.650354,1.006109,19.796618,1.0750507,1.0000033,10.789233,1.0001013,21.621841,16.457756,13.316414,1.0103327,1.0008386,1.0011075,14.005151,9.263325,4.843768,20.487017,1.000048,1.000138,1.0002705,18.469847,17.256039,1.000212,11.697317,10.338159
1.0002643,12.712586,10.783587,1.1548116,1.0000004,23.12909,9.110775,18.469595,1.011065,20.091808,1.0801771,1.0000023,11.962245,1.0000914,21.046364,15.621441,14.003501,1.0088606,1.0004778,1.0014765,13.638506,7.958044,3.7124135,22.441257,1.0000701,1.0001163,1.0001957,17.25723,18.459488,1.0002949,10.956311,12.306035
1.0004196,13.940407,9.258261,1.0378944,1.0000005,21.24021,10.096656,20.188908,1.0066857,19.941233,1.0756032,1.0000031,11.047619,1.0000987,21.295784,16.330837,13.484509,1.0096297,1.0007334,1.0011356,13.931466,9.032295,4.6071486,20.950073,1.0000507,1.0001332,1.0002477,18.279354,17.50455,1.000221,11.573701,10.740336
1.0004865,14.212016,8.834499,1.0276368,1.0000005,20.656141,10.319214,20.663126,1.0060937,19.792204,1.074966,1.0000033,10.7884445,1.0001011,21.65622,16.457684,13.317417,1.0103698,1.0008378,1.0011063,14.009316,9.262225,4.847263,20.483974,1.0000479,1.0001376,1.0002704,18.471066,17.259087,1.0002121,11.697947,10.338826
1.0002635,12.696743,10.805182,1.1579137,1.0000004,23.159697,9.099354,18.43458,1.0111072,20.097776,1.0803456,1.0000023,11.96897,1.0000916,21.029602,15.614315,14.010674,1.0088786,1.0004747,1.0014776,13.629215,7.9476676,3.7056346,22.46255,1.0000703,1.0001163,1.0001957,17.243431,18.46824,1.0002964,10.949366,12.321212
