61.759575,72.55459,62.319866,91.43474,48.06562,64.69386,44.602535,29.149342,25.94002,34.15482,43.412964,134.04869,33.973114,33.092926,97.13953,73.20617,97.885574,64.86743,29.022736,42.77072,1.0,1.0,44.933002,1.0,1.0
60.159386,70.66541,60.705105,89.03983,46.831814,63.015312,43.461613,28.422249,25.298515,33.293762,42.304157,130.51334,33.11685,32.260223,94.59213,71.2992,95.31822,63.184258,28.298428,41.678993,1.0,1.0,43.783173,1.0,1.0
62.30314,73.19657,62.86849,92.24819,48.48449,65.26409,44.99001,29.39642,26.157768,34.447388,43.78957,135.24974,34.263897,33.37583,98.00497,73.854,98.75771,65.43924,29.268757,43.14169,1.0,1.0,45.323597,1.0,1.0
62.319073,73.21479,62.88376,92.27213,48.497513,65.28059,45.00147,29.403473,26.164217,34.455517,43.80059,135.28458,34.272217,33.383987,98.02975,73.872826,98.783066,65.45639,29.275831,43.151714,1.0,1.0,45.335262,1.0,1.0
61.202217,71.89632,61.756897,90.60079,47.636234,64.109024,44.20528,28.896,25.71666,33.8546,43.02664,132.81706,33.67473,32.80289,96.25188,72.54191,96.99118,64.28169,28.770407,42.389816,1.0,1.0,44.532616,1.0,1.0
60.65967,71.25582,61.20974,89.78893,47.217766,63.540077,43.81882,28.649452,25.499353,33.56293,42.650993,131.61885,33.384995,32.52066,95.38834,71.89548,96.12093,63.711334,28.52487,42.019875,1.0,1.0,44.14282,1.0,1.0
60.293827,70.82377,60.84032,89.24126,46.935593,63.15629,43.55798,28.483189,25.352774,33.366066,42.397465,130.81038,33.189137,32.33013,94.80579,71.45934,95.53378,63.326477,28.359423,41.770172,1.0,1.0,43.87995,1.0,1.0
70.82852,83.260735,71.46935,105.006424,55.05637,74.205795,51.0683,33.268593,29.57487,39.03372,49.698357,154.08327,38.826183,37.811077,111.57502,84.01171,112.43485,74.40614,33.126606,48.95819,1.0,1.0,51.450336,1.0,1.0
71.21533,83.71741,71.85975,105.58526,55.35447,74.61147,51.344215,33.444374,29.72997,39.241848,49.966343,154.93762,39.033287,38.012318,112.19071,84.47264,113.05538,74.81299,33.301746,49.222176,1.0,1.0,51.728294,1.0,1.0
71.48056,84.031296,72.12746,105.983574,55.561188,74.889984,51.531742,33.565063,29.835302,39.38491,50.15086,155.52531,39.1748,38.15088,112.61472,84.78928,113.48213,75.09312,33.42175,49.40287,1.0,1.0,51.918633,1.0,1.0
71.37672,83.908066,72.022514,105.826836,55.479088,74.78079,51.459156,33.517822,29.79451,39.328747,50.078278,155.2943,39.11944,38.096363,112.447784,84.66497,113.31434,74.98282,33.37476,49.332253,1.0,1.0,51.84431,1.0,1.0
71.80242,84.41067,72.452126,106.46389,55.807205,75.227295,51.7628,33.71129,29.965202,39.55781,50.373226,156.23459,39.34731,38.31787,113.12543,85.17227,113.99729,75.43057,33.567513,49.62278,1.0,1.0,52.150234,1.0,1.0
72.72733,85.50335,73.385765,107.848946,56.522427,76.19753,52.420856,34.132286,30.334919,40.05595,51.014194,158.27876,39.84181,38.79961,114.59955,86.27531,115.48184,76.40409,33.98629,50.25347,1.0,1.0,52.81447,1.0,1.0
71.42135,83.96076,72.067474,105.89357,55.513493,74.82752,51.490986,33.53816,29.812384,39.352753,50.109207,155.39272,39.143253,38.119576,112.51881,84.71814,113.385796,75.02979,33.394974,49.36266,1.0,1.0,51.876408,1.0,1.0
71.77202,84.37479,72.42138,106.41836,55.78378,75.1953,51.74114,33.69755,29.953001,39.541447,50.352154,156.16722,39.330975,38.302025,113.076996,85.13601,113.94837,75.398636,33.553764,49.601982,1.0,1.0,52.128403,1.0,1.0
72.68439,85.452644,73.34206,107.78469,56.48917,76.15251,52.390118,34.11265,30.31763,40.0328,50.984364,158.18375,39.818676,38.777218,114.5311,86.22396,115.412926,76.3589,33.966892,50.224045,1.0,1.0,52.783726,1.0,1.0
71.41932,83.95838,72.0654,105.89055,55.511936,74.82536,51.489536,33.53726,29.81157,39.35166,50.10781,155.38817,39.14216,38.11852,112.51556,84.715706,113.382484,75.02768,33.39406,49.361256,1.0,1.0,51.874947,1.0,1.0
71.74561,84.34362,72.39471,106.378815,55.763428,75.167564,51.722305,33.68557,29.942415,39.527225,50.333855,156.10883,39.31682,38.288273,113.034935,85.10453,113.90594,75.37088,33.541817,49.58393,1.0,1.0,52.109425,1.0,1.0
72.64362,85.40448,73.30079,107.72369,56.457764,76.10979,52.36098,34.09409,30.30127,40.010834,50.95612,158.09367,39.79679,38.755955,114.46618,86.175316,115.34751,76.31601,33.948463,50.19618,1.0,1.0,52.754467,1.0,1.0
71.440895,83.98384,72.08717,105.92281,55.528564,74.848015,51.50492,33.54706,29.820213,39.363266,50.122765,155.43587,39.1537,38.129745,112.54991,84.74143,113.41711,75.05036,33.403816,49.375984,1.0,1.0,51.89045,1.0,1.0
71.76237,84.3634,72.41161,106.40389,55.776352,75.18516,51.734253,33.693176,29.949125,39.536232,50.34547,156.14586,39.325798,38.296997,113.06162,85.12451,113.93284,75.38849,33.549393,49.595375,1.0,1.0,52.121464,1.0,1.0
72.70379,85.47555,73.36161,107.81372,56.504196,76.17289,52.40392,34.121502,30.325415,40.043224,50.997814,158.22661,39.829037,38.7873,114.56199,86.24709,115.444046,76.37928,33.975708,50.23726,1.0,1.0,52.797665,1.0,1.0
71.44889,83.99328,72.09524,105.93478,55.53474,74.85639,51.51061,33.550674,29.823416,39.36756,50.1283,155.45354,39.15799,38.133907,112.56263,84.75097,113.429955,75.05875,33.407425,49.381443,1.0,1.0,51.89619,1.0,1.0
71.76607,84.36777,72.415344,106.409424,55.779205,75.18905,51.736885,33.694847,29.95061,39.538216,50.348026,156.15405,39.327785,38.29892,113.0675,85.12892,113.9388,75.392365,33.551056,49.597904,1.0,1.0,52.12412,1.0,1.0
72.78283,85.568924,73.441536,107.93199,56.565117,76.25577,52.4604,34.1575,30.357132,40.085823,51.052555,158.40121,39.87145,38.828487,114.68785,86.34139,115.57087,76.46244,34.011486,50.291256,1.0,1.0,52.85446,1.0,1.0
71.41862,83.95753,72.06466,105.889435,55.51141,74.8246,51.48901,33.536945,29.811277,39.351257,50.107304,155.38655,39.14176,38.11813,112.5144,84.71487,113.3813,75.026924,33.39373,49.360756,1.0,1.0,51.874428,1.0,1.0
71.80323,84.411644,72.45281,106.465004,55.807858,75.228,51.763336,33.711746,29.965498,39.55819,50.373756,156.23604,39.347656,38.31826,113.1266,85.17317,113.99834,75.431465,33.567875,49.623226,1.0,1.0,52.150818,1.0,1.0
73.06405,85.90102,73.72535,108.35285,56.781822,76.550705,52.661118,34.285374,30.469862,40.237255,51.247356,159.02235,40.022083,38.974873,115.135544,86.67665,116.02206,76.75822,34.13883,50.48322,1.0,1.0,53.056705,1.0,1.0
