410.16873,143.28688
410.17133,143.29053
410.32913,143.33992
409.49228,143.08467
409.47952,143.08119
410.0254,143.25551
410.201,143.31177
410.71054,143.46957
410.7188,143.47168
409.14594,142.97404
410.7153,143.47108
410.72275,143.47292
409.30347,143.02489
410.73563,143.47736
410.74185,143.47882
409.38733,143.05188
410.75763,143.48402
410.7633,143.48535
409.4249,143.064
410.76993,143.48778
410.77542,143.48901
409.4767,143.08073
410.7646,143.4862
410.76947,143.48726
409.5752,143.11238
410.75174,143.48247
410.75476,143.48299
409.88638,143.21185
410.7542,143.48329
410.75598,143.4834
410.02383,143.2555
410.4736,143.39723
410.77875,143.49069
409.9643,143.23677
410.28568,143.33862
410.77057,143.48833
409.94995,143.2322
409.85666,143.20305
410.73007,143.47571
409.89725,143.2154
409.79172,143.18217
410.71402,143.4705
409.72372,143.16
410.2645,143.33194
410.68295,143.46034
409.4628,143.07614
411.0118,143.5599
410.90945,143.53017
410.89752,143.5268
410.87393,143.5194
410.94852,143.54178
410.88022,143.52142
411.02463,143.56369
410.87097,143.5189
411.05585,143.57257
410.89276,143.52536
411.1643,143.6023
410.9284,143.5361
411.157,143.60048
410.93393,143.53764
408.73666,142.8406
401.9363,140.58473
404.01852,141.28062
410.89975,143.52641
410.85715,143.51353
410.59946,143.43535
410.97717,143.54945
410.96005,143.54437
410.85843,143.51413
410.7496,143.48122
410.67856,143.45963
410.69333,143.46416
410.55502,143.42169
410.30508,143.34387
410.1382,143.29129
410.35168,143.3584
410.4649,143.39366
410.4283,143.38231
410.51898,143.41052
410.60562,143.43727
410.6757,143.4588
410.3643,143.3615
410.6127,143.43915
410.65707,143.4525
410.3314,143.3511
410.21246,143.31349
410.50815,143.40666
410.61246,143.43921
410.57874,143.42882
410.5792,143.42917
410.74777,143.48085
410.71548,143.47102
410.80057,143.49678
410.75452,143.48283
410.74243,143.47914
410.73108,143.47566
410.6995,143.46605
410.7054,143.46785
410.68088,143.46034
410.42838,143.38222
409.78683,143.17934
410.06967,143.2694
409.92,143.22188
409.47708,143.08011
409.65634,143.13802
409.61325,143.12428
409.50278,143.08875
409.79388,143.18199
409.43405,143.06676
409.49506,143.0863
409.89468,143.21428
409.62762,143.12895
409.90323,143.21703
410.10037,143.27959
409.866,143.20515
410.01334,143.2519
410.07147,143.27036
410.1099,143.28252
410.27847,143.33559
410.2888,143.33894
410.40744,143.37608
410.21762,143.31647
409.82993,143.1936
409.4797,143.08125
409.70596,143.1537
410.06158,143.267
406.5641,142.12688
408.90744,142.89574
409.80002,143.18358
410.15988,143.29805
410.329,143.3514
410.478,143.39801
410.79694,143.4958
410.75623,143.48332
410.63443,143.44576
410.78745,143.49236
410.69913,143.4653
410.38675,143.3685
409.81824,143.18816
409.69357,143.14807
410.21982,143.31926
409.13852,142.9664
410.26892,143.33424
408.31772,142.70123
409.36807,143.04253
410.27344,143.33594
408.76685,142.84842
408.84506,142.87306
408.8243,142.86674
410.22214,143.31943
408.93793,142.90369
408.56732,142.7832
410.33124,143.34764
410.40958,143.37175
410.4408,143.38116
410.3675,143.35966
410.18677,143.30386
410.03775,143.25696
409.80176,143.18204
409.64767,143.13278
409.7391,143.162
409.8793,143.20662
410.39786,143.37236
409.89877,143.21283
409.86426,143.20241
409.70456,143.15141
410.45767,143.39172
410.41248,143.37749
410.17105,143.30157
410.14844,143.29439
410.31052,143.34544
410.42972,143.38274
410.29526,143.3398
410.52936,143.4135
410.74515,143.47981
410.82632,143.50438
410.76398,143.48567
410.76376,143.48563
410.76437,143.4859
410.75494,143.48293
410.9998,143.55595
410.81924,143.50249
410.35092,143.35753
410.65292,143.45152
410.59897,143.4346
410.56256,143.42372
410.47293,143.39616
410.585,143.43095
410.69196,143.4638
410.6821,143.46071
410.68475,143.4616
410.68454,143.4615
410.6846,143.4615
410.6846,143.4615
410.58206,143.4297
